"name","age","hometown","boarded","destination","lifeboat","body","class","home_country","Lifeboat","Destination","Boarded","survival_outcome","position","crew_type","crew","sex","age_character","household_assistant_type","household_assistant","household_assistant_to_whom"
"Rugg, Miss Emily",21,"Guernsey, Channel Islands","Southampton","Wilmington, Delaware, US","12",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","21",NA,"Not Assistant",NA
"Schmidt, Mr. August",26,"Newark, New Jersey, US","Southampton","Newark, New Jersey, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","26",NA,"Not Assistant",NA
"Sedgwick, Mr. Charles Frederick Waddington",25,"Liverpool, Merseyside, England","Southampton","Minatitlán, Veracruz, Mexico",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Sharp, Mr. Percival James",27,"London, England","Southampton","New York City",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","27",NA,"Not Assistant",NA
"Shelley, Mrs. Imanita (née Parrish Hall)",25,"Deer Lodge, Montana, US","Southampton","Deer Lodge, Montana, US","12",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","25",NA,"Not Assistant",NA
"Silvén, Miss Lyyli Karolina",17,"Tornio, Finland, Russian Empire","Southampton","Minneapolis, Minnesota, US","16",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","17",NA,"Not Assistant",NA
"Sincock, Miss Maude",20,"St. Ives, Cornwall, England","Southampton","Hancock, Michigan, US","11",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","20",NA,"Not Assistant",NA
"Sinkkonen, Miss Anna",30,"Turku, Finland, Russian Empire","Southampton","Brighton, Boston, Massachusetts, US","10",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","30",NA,"Not Assistant",NA
"Sjöstedt, Mr. Ernst Adolf",30,"Hjo, Västergötland, Sweden","Southampton","Sault Ste. Marie, Michigan, US","10",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","30",NA,"Not Assistant",NA
"Slayter, Miss Hilda Mary",30,"Halifax, Nova Scotia, Canada","Queenstown","Vancouver, British Columbia, Canada","13",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","30",NA,"Not Assistant",NA
"Slemen, Mr. Richard James",35,"Landrake, Cornwall, England","Southampton","Nashua, New Hampshire, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","35",NA,"Not Assistant",NA
"Smith, Miss Marion Elsie",39,"Basingstoke, Hampshire, England","Southampton","Washington, D.C. US","9",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","39",NA,"Not Assistant",NA
"Sobey, Mr. Samuel James Hayden",25,"Porthallow, Cornwall, England","Southampton","Houghton, Michigan, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Stanton, Mr. Samuel Ward",42,"New York City","Southampton","New York City",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","42",NA,"Not Assistant",NA
"Stokes, Mr. Philip Joseph",25,"London, England","Southampton","Detroit, Michigan, US",NA,"81","Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Sweet, Mr. George Frederick",14,"Yeovil, Somerset, England","Southampton","Bernardsville, New Jersey, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","14",NA,"Not Assistant",NA
"Taylor, Mr. Percy Cornelius",32,"London, England","Southampton","New York City",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","32",NA,"Not Assistant",NA
"Toomey, Miss Ellen Mary",48,"Indianapolis, Indiana, US","Southampton","Indianapolis, Indiana, US","9",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","48",NA,"Not Assistant",NA
"Troupiansky, Mr. Moses Aaron",23,"London, England","Southampton","New York City",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","23",NA,"Not Assistant",NA
"Trout, Mrs. Jessie L.",26,"Columbus, Ohio, US","Southampton","Columbus, Ohio, US","9",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","26",NA,"Not Assistant",NA
"Troutt, Miss Edwina Celia ""Winnie""",27,"Bath, Somerset, England","Southampton","Auburndale, Florida, US","16",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","27",NA,"Not Assistant",NA
"Turpin, Mr. William John Robert",29,"Plymouth, Devon, England","Southampton","Salt Lake City, Utah, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","29",NA,"Not Assistant",NA
"Turpin, Mrs. Dorothy Ann (née Wonnacott)",27,"Plymouth, Devon, England","Southampton","Salt Lake City, Utah, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","27",NA,"Not Assistant",NA
"Veal, Mr. James",40,"Barre, Vermont, US","Southampton","Barre, Vermont, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","40",NA,"Not Assistant",NA
"Wallcroft, Miss Ellen ""Nellie""",36,"Maidenhead, Berkshire, England","Southampton","Mamaroneck, New York, US","14",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","36",NA,"Not Assistant",NA
"Ware, Mr. John James",45,"Bristol, Avon, England","Southampton","New Britain, Connecticut, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","45",NA,"Not Assistant",NA
"Ware, Mrs. Florence Louise (née Long)",31,"Bristol, Avon, England","Southampton","New Britain, Connecticut, US","10",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","31",NA,"Not Assistant",NA
"Ware, Mr. William Jeffery",23,"Gunnislake, Cornwall, England","Southampton","Butte, Montana, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","23",NA,"Not Assistant",NA
"Watson, Mr. Ennis Hastings",15,"Belfast, Ireland","Belfast","New York City",NA,NA,"Second",NA,NA,NA,NA,"Perished","Electrician's Apprentice","Guarantee group","Crew","Male","15",NA,"Not Assistant",NA
"Watt, Mrs. Elizabeth Inglis ""Bessie"" (née Milne)",40,"Aberdeen, Aberdeenshire, Scotland","Southampton","Portland, Oregon, US","9",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","40",NA,"Not Assistant",NA
"Watt, Miss Robertha Josephine ""Bertha""",12,"Aberdeen, Aberdeenshire, Scotland","Southampton","Portland, Oregon, US","9",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","12",NA,"Not Assistant",NA
"Webber, Miss Susan",37,"Bude, Cornwall, England","Southampton","Hartford, Connecticut, US","12",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","37",NA,"Not Assistant",NA
"Weisz, Mr. Leopold",28,"Bromsgrove, Worcestershire, England","Southampton","Montreal, Quebec, Canada",NA,"293","Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","28",NA,"Not Assistant",NA
"Weisz, Mrs. Mathilde Françoise (née Pëde)",37,"Bromsgrove, Worcestershire, England","Southampton","Montreal, Quebec, Canada","10",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","37",NA,"Not Assistant",NA
"Wells, Mrs. Addie Dart (née Trevaskis)",29,"Heamoor, Cornwall, England","Southampton","Akron, Ohio, US","14",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","29",NA,"Not Assistant",NA
"Wells, Miss Joan",4,"Heamoor, Cornwall, England","Southampton","Akron, Ohio, US","14",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","4",NA,"Not Assistant",NA
"Wells, Master Ralph Lester",2,"Heamoor, Cornwall, England","Southampton","Akron, Ohio, US","14",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","2",NA,"Not Assistant",NA
"West, Mr. Edwy Arthur",36,"Bournemouth, Dorset, England","Southampton","Gainesville, Florida, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","36",NA,"Not Assistant",NA
"West, Mrs. Ada Mary (née Worth)",33,"Bournemouth, Dorset, England","Southampton","Gainesville, Florida, US","10",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","33",NA,"Not Assistant",NA
"West, Miss Constance Mirium",4,"Bournemouth, Dorset, England","Southampton","Gainesville, Florida, US","10",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","4",NA,"Not Assistant",NA
"West, Miss Barbara Joyce",0,"Bournemouth, Dorset, England","Southampton","Gainesville, Florida, US","10",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","10 mo.",NA,"Not Assistant",NA
"Wheadon, Mr. Edward H.",66,"Guernsey, Channel Islands","Southampton","Edgewood, Rhode Island, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","66",NA,"Not Assistant",NA
"Wheeler, Mr. Edwin Charles ""Fred""",24,"Bath, Somerset, England","Southampton","Asheville, North Carolina, US",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Whilems, Mr. Charles",32,"London, England","Southampton","New York City","9",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","32",NA,"Not Assistant",NA
"Wilkinson, Miss Elizabeth Anne (alias Mrs. Elizabeth Faunthorpe)",29,"Manchester, England","Southampton","Philadelphia, Pennsylvania, US","16",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","29",NA,"Not Assistant",NA
"Williams, Mr. Charles Eugene",23,"Harrow, London, England","Southampton","Chicago, Illinois, US","14",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","23",NA,"Not Assistant",NA
"Woodward, Mr. John Wesley",32,"Oxford, Oxfordshire, England","Southampton","New York City",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","32",NA,"Not Assistant",NA
"Wright, Miss Marion",26,"Yeovil, Somerset, England","Southampton","Cottage Grove, Oregon, US","9",NA,"Second",NA,NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","26",NA,"Not Assistant",NA
"Yvois, Miss Henriette",24,"Paris, France","Southampton","Montreal, Quebec, Canada",NA,NA,"Second",NA,NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","24",NA,"Not Assistant",NA
"Abbing, Mr. Anthony",40,"Cincinnati, Ohio","Southampton","Cincinnati, Ohio, US",NA,NA,"Third","US",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","40",NA,"Not Assistant",NA
"Abbott, Mrs. Rhoda Mary (née Hunt)",39,"East Providence, Rhode Island","Southampton","East Providence, Rhode Island, US","A",NA,"Third","US",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","39",NA,"Not Assistant",NA
"Abbott, Mr. Rossmore Edward",16,"East Providence, Rhode Island","Southampton","East Providence, Rhode Island, US",NA,NA,"Third","US",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","16",NA,"Not Assistant",NA
"Abbott, Mr. Eugene Joseph",14,"East Providence, Rhode Island","Southampton","East Providence, Rhode Island, US",NA,NA,"Third","US",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","14",NA,"Not Assistant",NA
"Abd al-Khaliq, Mr. Farid Qasim Husayn",18,"Shana","Cherbourg","New York City",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","18",NA,"Not Assistant",NA
"Abelseth, Miss Karen Marie",16,"Sondmore","Southampton","Los Angeles, US","16",NA,"Third","Norway",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","16",NA,"Not Assistant",NA
"Abelseth, Mr. Olaus Jørgensen",25,"Perkins County, South Dakota","Southampton","Perkins County, South Dakota, US","A",NA,"Third","US",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Abrahamsson, Mr. Abraham August Johannes",20,"Dalsbruk","Southampton","Hoboken, New Jersey, US","15",NA,"Third","Finland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","20",NA,"Not Assistant",NA
"Abrahim, Mrs. Mary Sophie Halaut (née Easu)",18,"Shwayhad","Cherbourg","Greensburg, Pennsylvania, US","C",NA,"Third","Syria",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","18",NA,"Not Assistant",NA
"Adahl, Mr. Mauritz Nils Martin",30,"Asarum, Småland","Southampton","Brooklyn, New York, US",NA,"72","Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","30",NA,"Not Assistant",NA
"Adams, Mr. John",26,"Bournemouth, Dorset","Southampton","La Porte City, Iowa, US",NA,"103","Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","26",NA,"Not Assistant",NA
"Ahlin, Mrs. Johanna Persdotter (née Larsson)",40,"Göteborg, Västergötland","Southampton","Akeley, Minnesota, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","40",NA,"Not Assistant",NA
"Aks, Mrs. Leah (née Rosen)",18,"London","Southampton","Norfolk, Virginia, US","13",NA,"Third","England",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","18",NA,"Not Assistant",NA
"Aks, Master Frank Philip",0,"London","Southampton","Norfolk, Virginia, US","11",NA,"Third","England",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","10 mo.",NA,"Not Assistant",NA
"Al-Muna, Mr. Nasif Qasim",26,"Fredericksburg, Virginia","Cherbourg","Fredericksburg, Virginia, US","15",NA,"Third","US",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","26",NA,"Not Assistant",NA
"Alexander, Mr. William",23,"Great Yarmouth, Norfolk","Southampton","Albion, Michigan, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","23",NA,"Not Assistant",NA
"Alhomäki, Mr. Ilmari Rudolf",19,"Salo","Southampton","Astoria, Oregon, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","19",NA,"Not Assistant",NA
"Ali, Mr. Ahmed",24,"Buenos Aires","Southampton","New York City",NA,NA,"Third","Argentina",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Ali, Mr. William",25,"Buenos Aires","Southampton","New York City",NA,"79","Third","Argentina",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Allen, Mr. William Henry",35,"Birmingham, West Midlands","Southampton","New York City",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","35",NA,"Not Assistant",NA
"Allum, Mr. Owen George",15,"Southall, London","Southampton","New York City",NA,"259","Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","15",NA,"Not Assistant",NA
"Al-Zainni, Mr. Fahim Ruhanna",22,"Toula","Cherbourg","Dayton, Ohio, US","6",NA,"Third","Lebanon",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","22",NA,"Not Assistant",NA
"Andersen, Mr. Albert Karvin",33,"Bergen","Southampton","New York City",NA,"260","Third","Norway",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","33",NA,"Not Assistant",NA
"Andersen-Jensen, Miss Carla Christine",19,"Eskilstrup","Southampton","Portland, Oregon, US","16",NA,"Third","Denmark",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","19",NA,"Not Assistant",NA
"Andersson, Mr. Anders Johan",39,"Kisa, Östergötland","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","39",NA,"Not Assistant",NA
"Andersson, Mrs. Alfrida Konstantia (née Brogren)",39,"Kisa, Östergötland","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","39",NA,"Not Assistant",NA
"Andersson, Miss Sigrid Elisabeth",11,"Kisa, Östergötland","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","11",NA,"Not Assistant",NA
"Andersson, Miss Ingeborg Constanzia",9,"Kisa, Östergötland","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","9",NA,"Not Assistant",NA
"Andersson, Miss Ebba Iris Alfrida",6,"Kisa, Östergötland","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","6",NA,"Not Assistant",NA
"Andersson, Master Sigvard Harald Elias",4,"Kisa, Östergötland","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","4",NA,"Not Assistant",NA
"Andersson, Miss Ellis Anna Maria",2,"Kisa, Östergötland","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","2",NA,"Not Assistant",NA
"Andersson, Miss Erna Alexandra",17,"Kullaa","Southampton","New York City","D",NA,"Third","Finland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","17",NA,"Not Assistant",NA
"Andersson, Miss Ida Augusta Margareta",38,"Vadsbro, Sörmland","Southampton","Manistee, Michigan, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","38",NA,"Not Assistant",NA
"Andersson, Mr. Johan Samuel",26,"Hartford, Connecticut","Southampton","Hartford, Connecticut, US",NA,NA,"Third","US",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","26",NA,"Not Assistant",NA
"Andreasson, Mr. Paul Edvin",20,"Kalfsnäs, Småland","Southampton","Chicago, Illinois, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","20",NA,"Not Assistant",NA
"Angheloff, Mr. Minko",26,"Terziysko, Troyan","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","26",NA,"Not Assistant",NA
"Arnold-Franchi, Mr. Josef",25,"Altdorf, Uri","Southampton","New Glarus, Wisconsin, US",NA,NA,"Third","Switzerland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Arnold-Franchi, Mrs. Josefine (née Franchi)",18,"Altdorf, Uri","Southampton","New Glarus, Wisconsin, US",NA,NA,"Third","Switzerland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","18",NA,"Not Assistant",NA
"Aronsson, Mr. Ernst Axel Algot",24,"Horset, Småland","Southampton","Joliet, Illinois, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Asim, Mr. Adola",35,"Buenos Aires","Southampton","New York City",NA,NA,"Third","Argentina",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","35",NA,"Not Assistant",NA
"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",40,"Alseda, Småland","Southampton","Worcester, Massachusetts, US",NA,"142","Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","40",NA,"Not Assistant",NA
"Asplund, Mrs. Selma Augusta Emilia (née Johansson)",38,"Alseda, Småland","Southampton","Worcester, Massachusetts, US","15",NA,"Third","Sweden",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","38",NA,"Not Assistant",NA
"Asplund, Master Filip Oscar",13,"Alseda, Småland","Southampton","Worcester, Massachusetts, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","13",NA,"Not Assistant",NA
"Asplund, Master Clarence Gustaf Hugo",9,"Alseda, Småland","Southampton","Worcester, Massachusetts, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","9",NA,"Not Assistant",NA
"Asplund, Master Carl Edgar",5,"Alseda, Småland","Southampton","Worcester, Massachusetts, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","5",NA,"Not Assistant",NA
"Asplund, Miss Lillian Gertrud",5,"Alseda, Småland","Southampton","Worcester, Massachusetts, US","15",NA,"Third","Sweden",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","5",NA,"Not Assistant",NA
"Asplund, Master Edvin Rojj Felix",3,"Alseda, Småland","Southampton","Worcester, Massachusetts, US","15",NA,"Third","Sweden",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","3",NA,"Not Assistant",NA
"Asplund, Mr. Johan Charles",23,"Oskarshamn, Kalmar","Southampton","Minneapolis, Minnesota, US","13",NA,"Third","Sweden",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","23",NA,"Not Assistant",NA
"Assaf, Mrs. Mariyam (née Khalil)",45,"Kafr Mishki","Cherbourg","Ottawa, Ontario, Canada","C",NA,"Third","Lebanon",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","45",NA,"Not Assistant",NA
"Assam, Mr. Ali",23,"Buenos Aires","Southampton","New York City",NA,NA,"Third","Argentina",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","23",NA,"Not Assistant",NA
"Attala, Mr. Sleiman",30,"Ottawa, Ontario","Cherbourg","Ottawa, Ontario, Canada",NA,NA,"Third","Canada",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","30",NA,"Not Assistant",NA
"Atta Allah, Miss Malakah",17,"Beirut","Cherbourg","New York City",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","17",NA,"Not Assistant",NA
"Augustsson, Mr. Albert",23,"Krakoryd, Småland","Southampton","Bloomington, Indiana, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","23",NA,"Not Assistant",NA
"Ayyub Dahir, Miss Bannurah",15,"Beirut","Cherbourg","Owen Sound, Ontario, Canada","C",NA,"Third","Lebanon",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","15",NA,"Not Assistant",NA
"Bakus, Mr. Raful",20,"Unknown","Cherbourg","New York City",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","20",NA,"Not Assistant",NA
"Backström, Mr. Karl Alfred",32,"Kotka","Southampton","New York City",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","32",NA,"Not Assistant",NA
"Backström, Mrs. Maria Mathilda (née Gustafsson)",33,"Kotka","Southampton","New York City","D",NA,"Third","Finland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","33",NA,"Not Assistant",NA
"Badman, Miss Emily Louisa",18,"Clevedon, North Somerset","Southampton","Skaneateles, New York, US","C",NA,"Third","England",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","18",NA,"Not Assistant",NA
"Badt, Mr. Mohamed",40,"Tripoli","Cherbourg","New York City",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","40",NA,"Not Assistant",NA
"Bakić, Mr. Kerim",26,"Bosanska Krupa","Southampton","Harrisburg, Pennsylvania, US",NA,NA,"Third","Bosnia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","26",NA,"Not Assistant",NA
"Banski, Mrs. Mara (née Osman)",31,"Vagovina","Southampton","Steelton, Pennsylvania, US","?",NA,"Third","Croatia",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","31",NA,"Not Assistant",NA
"Baqlini, Mrs. Mariyam Latifa (née Qurban)",24,"Ḑuhūr ash Shuwayr","Cherbourg","Brooklyn, New York, US","C",NA,"Third","Lebanon",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","24",NA,"Not Assistant",NA
