"name","age","hometown","boarded","destination","lifeboat","body","class","homecountry","survivaloutcome","position","crew","sex","agecharacter"
"Knight, Mr. Robert J.",39,"Belfast, Ireland","Belfast","New York City",NA,NA,"Second",NA,"Perished","Fitter","Crew","Male","39"
"Krins, Mr. Georges Alexandré",23,"London, England","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","23"
"Kvillner, Mr. Johan Henrik Johannesson",31,"Trollhättan, Västergötland, Sweden","Southampton","Arlington, Virginia, US",NA,"165","Second",NA,"Perished",NA,"Not Crew","Male","31"
"Lahtinen, Reverend William",35,"Minneapolis, Minnesota, US","Southampton","Minneapolis, Minnesota, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","35"
"Lahtinen, Mrs. Anna Amelia (née Sylfvén)",26,"Minneapolis, Minnesota, US","Southampton","Minneapolis, Minnesota, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Female","26"
"Lamb, Mr. John Joseph",30,"Glencree, Ireland","Queenstown","Providence, Rhode Island, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","30"
"Laroche, Mr. Joseph Philippe Lemercier",25,"Paris, France","Cherbourg","Cap-Haïtien, Haiti",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","25"
"Laroche, Mrs. Juliette Marie Louise (née Lafargue)",22,"Paris, France","Cherbourg","Cap-Haïtien, Haiti","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","22"
"Laroche, Miss Simoné Marie Anne Andrée",3,"Paris, France","Cherbourg","Cap-Haïtien, Haiti","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","3"
"Laroche, Miss Louise Marguerite",1,"Paris, France","Cherbourg","Cap-Haïtien, Haiti","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","1"
"Lehmann, Miss Bertha",17,"Lotzwil, Switzerland","Cherbourg","Central City, Iowa, US","12",NA,"Second",NA,"Survived",NA,"Not Crew","Female","17"
"Leitch, Miss Jessie Wills",31,"London, England","Southampton","Chicago, Illinois, US","11",NA,"Second",NA,"Survived",NA,"Not Crew","Female","31"
"Lemore, Mrs. Amelia ""Milley"" (née Hunt)",34,"Chicago, Illinois, US","Southampton","Chicago, Illinois, US","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","34"
"Levy, Mr. René Jacques",36,"Montreal, Quebec, Canada","Cherbourg","Montreal, Quebec, Canada",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","36"
"Leyson, Mr. Robert William Norman",25,"London, England","Southampton","New York City",NA,"108","Second",NA,"Perished",NA,"Not Crew","Male","25"
"Linnane, Mr. John",61,"Chelsea, Michigan, US","Southampton","Chelsea, Michigan, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","61"
"Louch, Mr. Charles Alexander",50,"Weston-super-Mare, North Somerset, England","Southampton","New York City",NA,"121","Second",NA,"Perished",NA,"Not Crew","Male","50"
"Louch, Mrs. Alice Adelaide (née Slow)",42,"Weston-super-Mare, North Somerset, England","Southampton","New York City","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","42"
"Mack, Mrs. Mary (née Lacy)",57,"Southampton, Hampshire, England","Southampton","New York City",NA,"52","Second",NA,"Perished",NA,"Not Crew","Female","57"
"Malachard, Mr. Jean-Noël",25,"Paris, France","Cherbourg","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","25"
"Mallet, Mr. Albert",31,"Montreal, Quebec, Canada","Cherbourg","Montreal, Quebec, Canada",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","31"
"Mallet, Mrs. Antoinette Marie (née Magnin)",24,"Montreal, Quebec, Canada","Cherbourg","Montreal, Quebec, Canada","10",NA,"Second",NA,"Survived",NA,"Not Crew","Female","24"
"Mallet, Master André Clément",1,"Montreal, Quebec, Canada","Cherbourg","Montreal, Quebec, Canada","10",NA,"Second",NA,"Survived",NA,"Not Crew","Male","1"
"Mangiavacchi, Mr. Serafino Emilio",30,"Paris, France","Cherbourg","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","30"
"Matthews, Mr. William John",30,"St Austell, Cornwall, England","Southampton","La Salle, Illinois, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","30"
"Maybery, Mr. Frank Hubert",36,"Weston-super-Mare, North Somerset, England","Southampton","Moose Jaw, Saskatchewan, Canada",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","36"
"McCrae, Mr. Arthur Gordon",32,"Sydney, New South Wales, Australia","Southampton","Canada",NA,"209","Second",NA,"Perished",NA,"Not Crew","Male","32"
"McCrie, Mr. James Matthew",32,"Sarnia, Ontario, Canada","Southampton","Sarnia, Ontario, Canada",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","32"
"McKane, Mr. Peter David",46,"Guernsey, Channel Islands","Southampton","Rochester, New York, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","46"
"Mellinger, Mrs. Elizabeth Anne (née Maidment)",41,"Wimbledon, London, England","Southampton","Bennington, Vermont, US","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","41"
"Mellinger, Miss Madeleine Violet",13,"Wimbledon, London, England","Southampton","Bennington, Vermont, US","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","13"
"Mellors, Mr. William John",19,"Chelsea, London, England","Southampton","Long Island, New York, US","B",NA,"Second",NA,"Survived",NA,"Not Crew","Male","19"
"Meyer, Mr. August",31,"Harrow, London, England","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","31"
"Milling, Mr. Jacob Christian",48,"Odense, Denmark","Southampton","Oregon, Wisconsin, US",NA,"271","Second",NA,"Perished",NA,"Not Crew","Male","48"
"Mitchell, Mr. Henry Michael",71,"Guernsey, Channel Islands","Southampton","Toledo, Ohio, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","71"
"Montvila, Father Juozas",27,"Gudinė, Lithuania","Southampton","Worcester, Massachusetts, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","27"
"Moraweck, Dr. Ernest",54,"Frankfort, Kentucky, US","Southampton","Frankfort, Kentucky, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","54"
"Morley, Mr. Henry Samuel (alias Mr. Henry Marshall)",38,"Birmingham, Worcester, England","Southampton","Los Angeles, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","38"
"Mudd, Mr. Thomas Charles",16,"Huntingfield, Suffolk, England","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","16"
"Myles, Mr. Thomas Francis",63,"Fermoy, Ireland","Queenstown","Waban, Massachusetts, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","63"
"Nassr Allah, Mr. Niqula Khalil",28,"Zahlé, Lebanon, Ottoman Empire","Cherbourg","Cleveland, Ohio, US",NA,"43","Second",NA,"Perished",NA,"Not Crew","Male","28"
"Nassr Allah, Mrs. Adal (née Akim)",14,"Zahlé, Lebanon, Ottoman Empire","Cherbourg","Cleveland, Ohio, US","?",NA,"Second",NA,"Survived",NA,"Not Crew","Female","14"
"Navratil, Mr. Michel (alias Louis M. Hoffman)",32,"Nice, France","Southampton","New York City",NA,"15","Second",NA,"Perished",NA,"Not Crew","Male","32"
"Navratil, Master Michel Marcel",3,"Nice, France","Southampton","New York City","D",NA,"Second",NA,"Survived",NA,"Not Crew","Male","3"
"Navratil, Master Edmond Roger",2,"Nice, France","Southampton","New York City","D",NA,"Second",NA,"Survived",NA,"Not Crew","Male","2"
"Nesson, Mr. Israel",26,"London, England","Southampton","Boston, Massachusetts, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","26"
"Nicholls, Mr. Joseph Charles ""Joe""",19,"St. Ives, Cornwall, England","Southampton","Houghton, Michigan, US",NA,"101","Second",NA,"Perished",NA,"Not Crew","Male","19"
"Norman, Mr. Robert Douglas",28,"Glasgow, Scotland","Southampton","Houghton, Michigan, US",NA,"287","Second",NA,"Perished",NA,"Not Crew","Male","28"
"Nye, Mrs. Elizabeth (née Ramell)",29,"East Orange, New Jersey, US","Southampton","East Orange, New Jersey, US","11",NA,"Second",NA,"Survived",NA,"Not Crew","Female","29"
"Otter, Mr. Richard",39,"Middleburg Heights, Ohio, US","Southampton","Middleburg Heights, Ohio, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","39"
"Oxenham, Mr. Percy Thomas",22,"London, England","Southampton","North Bergen, New Jersey, US","13",NA,"Second",NA,"Survived",NA,"Not Crew","Male","22"
"Padron Manent, Mr. Julian",26,"Barcelona, Spain","Cherbourg","Havana, Cuba","9",NA,"Second",NA,"Survived",NA,"Not Crew","Male","26"
"Pain, Dr. Alfred ""Alf""",23,"Hamilton, Ontario, Canada","Southampton","Hamilton, Ontario, Canada",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","23"
"Pallas y Castello, Mr. Emilio",29,"Barcelona, Spain","Cherbourg","Havana, Cuba","9",NA,"Second",NA,"Survived",NA,"Not Crew","Male","29"
"Parker, Mr. Clifford Richard",28,"Guernsey, Channel Islands","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","28"
"Parkes, Mr. Francis ""Frank""",18,"Belfast, Ireland","Belfast","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","18"
"Parrish, Mrs. Lutie Davis (née Temple)",60,"Woodford County, Kentucky, US","Southampton","Woodford County, Kentucky, US","12",NA,"Second",NA,"Survived",NA,"Not Crew","Female","60"
"Pengelly, Mr. Frederick William",19,"Gunnislake, Cornwall, England","Southampton","Butte, Montana, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","19"
"Peruschitz, Father Josef",28,"Scheyern, Bavaria, German Empire","Southampton","St. Cloud, Minnesota, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","28"
"Phillips, Mr. Escott Robert",42,"Ilfracombe, Devon, England","Southampton","New Brighton, Pennsylvania, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","42"
"Phillips, Miss Alice Frances Louisa",21,"Ilfracombe, Devon, England","Southampton","New Brighton, Pennsylvania, US","12",NA,"Second",NA,"Survived",NA,"Not Crew","Female","21"
"Phillips, Miss Kate Florence (alias Mrs. Kate Marshall)",19,"Birmingham, Worcester, England","Southampton","Los Angeles, US","11",NA,"Second",NA,"Survived",NA,"Not Crew","Female","19"
"Pinsky, Mrs. Rosa",21,"Brooklyn, New York, US","Southampton","Brooklyn, New York, US","9",NA,"Second",NA,"Survived",NA,"Not Crew","Female","21"
"Ponesell, Mr. Martin",34,"Southampton, Hampshire, England","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","34"
"Portaluppi, Mr. Emilio Ilario Giuseppe",34,"Milford, New Hampshire, US","Southampton","Milford, New Hampshire, US","14",NA,"Second",NA,"Survived",NA,"Not Crew","Male","34"
"Pulbaum, Mr. Franz",27,"New York City","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","27"
"Quick, Mrs. Jane (née Richards)",33,"Plymouth, Devon, England","Southampton","Detroit, Michigan, US","11",NA,"Second",NA,"Survived",NA,"Not Crew","Female","33"
"Quick, Miss Winnifred Vera",8,"Plymouth, Devon, England","Southampton","Detroit, Michigan, US","11",NA,"Second",NA,"Survived",NA,"Not Crew","Female","8"
"Quick, Miss Phyllis May",2,"Plymouth, Devon, England","Southampton","Detroit, Michigan, US","11",NA,"Second",NA,"Survived",NA,"Not Crew","Female","2"
"Reeves, Mr. David",36,"Slinfold, West Sussex, England","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","36"
"Renouf, Mr. Peter Henry",33,"Elizabeth, New Jersey, US","Southampton","Elizabeth, New Jersey, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","33"
"Renouf, Mrs. Lillian ""Lily"" (née Jefferys)",30,"Elizabeth, New Jersey, US","Southampton","Elizabeth, New Jersey, US","12",NA,"Second",NA,"Survived",NA,"Not Crew","Female","30"
"Reynaldo, Miss Encarnación",28,"Marbella, Spain","Southampton","New York City","9",NA,"Second",NA,"Survived",NA,"Not Crew","Female","28"
"Richard, Mr. Emile Philippe",23,"Paris, France","Cherbourg","Montreal, Quebec, Canada",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","23"
"Richards, Mrs. Emily (née Hocking)",23,"Penzance, Cornwall, England","Southampton","Akron, Ohio, US","4",NA,"Second",NA,"Survived",NA,"Not Crew","Female","23"
"Richards, Master William Rowe",3,"Penzance, Cornwall, England","Southampton","Akron, Ohio, US","4",NA,"Second",NA,"Survived",NA,"Not Crew","Male","3"
"Richards, Master Sibley George",0,"Penzance, Cornwall, England","Southampton","Akron, Ohio, US","4",NA,"Second",NA,"Survived",NA,"Not Crew","Male","9 mo."
"Ridsdale, Miss Lucy",50,"London, England","Southampton","Marietta, Ohio, US","13",NA,"Second",NA,"Survived",NA,"Not Crew","Female","50"
"Rogers, Mr. Reginald Harry",18,"Tavistock, Devon, England","Southampton","Wilkes Barre, Pennsylvania, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","18"
"Rugg, Miss Emily",21,"Guernsey, Channel Islands","Southampton","Wilmington, Delaware, US","12",NA,"Second",NA,"Survived",NA,"Not Crew","Female","21"
"Schmidt, Mr. August",26,"Newark, New Jersey, US","Southampton","Newark, New Jersey, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","26"
"Sedgwick, Mr. Charles Frederick Waddington",25,"Liverpool, Merseyside, England","Southampton","Minatitlán, Veracruz, Mexico",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","25"
"Sharp, Mr. Percival James",27,"London, England","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","27"
"Shelley, Mrs. Imanita (née Parrish Hall)",25,"Deer Lodge, Montana, US","Southampton","Deer Lodge, Montana, US","12",NA,"Second",NA,"Survived",NA,"Not Crew","Female","25"
"Silvén, Miss Lyyli Karolina",17,"Tornio, Finland, Russian Empire","Southampton","Minneapolis, Minnesota, US","16",NA,"Second",NA,"Survived",NA,"Not Crew","Female","17"
"Sincock, Miss Maude",20,"St. Ives, Cornwall, England","Southampton","Hancock, Michigan, US","11",NA,"Second",NA,"Survived",NA,"Not Crew","Female","20"
"Sinkkonen, Miss Anna",30,"Turku, Finland, Russian Empire","Southampton","Brighton, Boston, Massachusetts, US","10",NA,"Second",NA,"Survived",NA,"Not Crew","Female","30"
"Sjöstedt, Mr. Ernst Adolf",30,"Hjo, Västergötland, Sweden","Southampton","Sault Ste. Marie, Michigan, US","10",NA,"Second",NA,"Survived",NA,"Not Crew","Male","30"
"Slayter, Miss Hilda Mary",30,"Halifax, Nova Scotia, Canada","Queenstown","Vancouver, British Columbia, Canada","13",NA,"Second",NA,"Survived",NA,"Not Crew","Female","30"
"Slemen, Mr. Richard James",35,"Landrake, Cornwall, England","Southampton","Nashua, New Hampshire, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","35"
"Smith, Miss Marion Elsie",39,"Basingstoke, Hampshire, England","Southampton","Washington, D.C. US","9",NA,"Second",NA,"Survived",NA,"Not Crew","Female","39"
"Sobey, Mr. Samuel James Hayden",25,"Porthallow, Cornwall, England","Southampton","Houghton, Michigan, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","25"
"Stanton, Mr. Samuel Ward",42,"New York City","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","42"
"Stokes, Mr. Philip Joseph",25,"London, England","Southampton","Detroit, Michigan, US",NA,"81","Second",NA,"Perished",NA,"Not Crew","Male","25"
"Sweet, Mr. George Frederick",14,"Yeovil, Somerset, England","Southampton","Bernardsville, New Jersey, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","14"
"Taylor, Mr. Percy Cornelius",32,"London, England","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","32"
"Toomey, Miss Ellen Mary",48,"Indianapolis, Indiana, US","Southampton","Indianapolis, Indiana, US","9",NA,"Second",NA,"Survived",NA,"Not Crew","Female","48"
"Troupiansky, Mr. Moses Aaron",23,"London, England","Southampton","New York City",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","23"
"Trout, Mrs. Jessie L.",26,"Columbus, Ohio, US","Southampton","Columbus, Ohio, US","9",NA,"Second",NA,"Survived",NA,"Not Crew","Female","26"
"Troutt, Miss Edwina Celia ""Winnie""",27,"Bath, Somerset, England","Southampton","Auburndale, Florida, US","16",NA,"Second",NA,"Survived",NA,"Not Crew","Female","27"
"Turpin, Mr. William John Robert",29,"Plymouth, Devon, England","Southampton","Salt Lake City, Utah, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","29"
"Turpin, Mrs. Dorothy Ann (née Wonnacott)",27,"Plymouth, Devon, England","Southampton","Salt Lake City, Utah, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Female","27"
"Veal, Mr. James",40,"Barre, Vermont, US","Southampton","Barre, Vermont, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","40"
"Wallcroft, Miss Ellen ""Nellie""",36,"Maidenhead, Berkshire, England","Southampton","Mamaroneck, New York, US","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","36"
"Ware, Mr. John James",45,"Bristol, Avon, England","Southampton","New Britain, Connecticut, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","45"
"Ware, Mrs. Florence Louise (née Long)",31,"Bristol, Avon, England","Southampton","New Britain, Connecticut, US","10",NA,"Second",NA,"Survived",NA,"Not Crew","Female","31"
"Ware, Mr. William Jeffery",23,"Gunnislake, Cornwall, England","Southampton","Butte, Montana, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","23"
"Watson, Mr. Ennis Hastings",15,"Belfast, Ireland","Belfast","New York City",NA,NA,"Second",NA,"Perished","Electrician's Apprentice","Crew","Male","15"
"Watt, Mrs. Elizabeth Inglis ""Bessie"" (née Milne)",40,"Aberdeen, Aberdeenshire, Scotland","Southampton","Portland, Oregon, US","9",NA,"Second",NA,"Survived",NA,"Not Crew","Female","40"
"Watt, Miss Robertha Josephine ""Bertha""",12,"Aberdeen, Aberdeenshire, Scotland","Southampton","Portland, Oregon, US","9",NA,"Second",NA,"Survived",NA,"Not Crew","Female","12"
"Webber, Miss Susan",37,"Bude, Cornwall, England","Southampton","Hartford, Connecticut, US","12",NA,"Second",NA,"Survived",NA,"Not Crew","Female","37"
"Weisz, Mr. Leopold",28,"Bromsgrove, Worcestershire, England","Southampton","Montreal, Quebec, Canada",NA,"293","Second",NA,"Perished",NA,"Not Crew","Male","28"
"Weisz, Mrs. Mathilde Françoise (née Pëde)",37,"Bromsgrove, Worcestershire, England","Southampton","Montreal, Quebec, Canada","10",NA,"Second",NA,"Survived",NA,"Not Crew","Female","37"
"Wells, Mrs. Addie Dart (née Trevaskis)",29,"Heamoor, Cornwall, England","Southampton","Akron, Ohio, US","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","29"
"Wells, Miss Joan",4,"Heamoor, Cornwall, England","Southampton","Akron, Ohio, US","14",NA,"Second",NA,"Survived",NA,"Not Crew","Female","4"
"Wells, Master Ralph Lester",2,"Heamoor, Cornwall, England","Southampton","Akron, Ohio, US","14",NA,"Second",NA,"Survived",NA,"Not Crew","Male","2"
"West, Mr. Edwy Arthur",36,"Bournemouth, Dorset, England","Southampton","Gainesville, Florida, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","36"
"West, Mrs. Ada Mary (née Worth)",33,"Bournemouth, Dorset, England","Southampton","Gainesville, Florida, US","10",NA,"Second",NA,"Survived",NA,"Not Crew","Female","33"
"West, Miss Constance Mirium",4,"Bournemouth, Dorset, England","Southampton","Gainesville, Florida, US","10",NA,"Second",NA,"Survived",NA,"Not Crew","Female","4"
"West, Miss Barbara Joyce",0,"Bournemouth, Dorset, England","Southampton","Gainesville, Florida, US","10",NA,"Second",NA,"Survived",NA,"Not Crew","Female","10 mo."
"Wheadon, Mr. Edward H.",66,"Guernsey, Channel Islands","Southampton","Edgewood, Rhode Island, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","66"
"Wheeler, Mr. Edwin Charles ""Fred""",24,"Bath, Somerset, England","Southampton","Asheville, North Carolina, US",NA,NA,"Second",NA,"Perished",NA,"Not Crew","Male","24"
"Whilems, Mr. Charles",32,"London, England","Southampton","New York City","9",NA,"Second",NA,"Survived",NA,"Not Crew","Male","32"
